epoch,mse_loss
1,0.14703372015953065
2,0.07409027612209321
3,0.06646720437606175
4,0.06275593142112096
5,0.06081014923254649
6,0.05921018732388814
7,0.05890317622621854
8,0.05822013579408328
9,0.05757995669047038
10,0.05701497673590978
